"Name","State","Notes","User","Tags","Created","Runtime","Sweep","K","alpha","beta","beta_style","custom_architectures","decoder_dist_params.m0.scale","decoder_dist_params.m1.scale","decoder_dist_params.m2.scale","decoder_dist_params.m3.scale","decoder_dist_params.m4.scale","decoders_dist.m0","decoders_dist.m1","decoders_dist.m2","decoders_dist.m3","decoders_dist.m4","embedding_dcca_dim","input_dims.m0","input_dims.m1","input_dims.m2","input_dims.m3","input_dims.m4","keep_incomplete","latent_dim","learn_prior","missing_ratio","model_name","n_modalities","name","nb_epochs_dcca","prior_and_posterior_dist","seed","subsets.","subsets.m0","subsets.m0_m1","subsets.m0_m1_m2","subsets.m0_m1_m2_m3","subsets.m0_m1_m2_m3_m4","subsets.m0_m1_m2_m4","subsets.m0_m1_m3","subsets.m0_m1_m3_m4","subsets.m0_m1_m4","subsets.m0_m2","subsets.m0_m2_m3","subsets.m0_m2_m3_m4","subsets.m0_m2_m4","subsets.m0_m3","subsets.m0_m3_m4","subsets.m0_m4","subsets.m1","subsets.m1_m2","subsets.m1_m2_m3","subsets.m1_m2_m3_m4","subsets.m1_m2_m4","subsets.m1_m3","subsets.m1_m3_m4","subsets.m1_m4","subsets.m2","subsets.m2_m3","subsets.m2_m3_m4","subsets.m2_m4","subsets.m3","subsets.m3_m4","subsets.m4","use_all_singular_values","use_modality_specific_spaces","use_subsampling","uses_likelihood_rescaling","warmup","cluster_accuracy"
"gentle-terrain-402","finished","-","asenellart","","2023-06-07T16:37:33.000Z","283","","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","MoPoE","5","MoPoEConfig","","","3","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","0.9895699999999998"
"classic-river-403","finished","-","asenellart","","2023-06-07T16:37:33.000Z","212","","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","MoPoE","5","MoPoEConfig","","","2","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","0.9989"
"drawn-wave-397","finished","-","asenellart","","2023-06-07T16:37:32.000Z","260","","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","MoPoE","5","MoPoEConfig","","","2","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","0.93574"
"eternal-pond-398","finished","-","asenellart","","2023-06-07T16:37:32.000Z","224","","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","MoPoE","5","MoPoEConfig","","","1","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","0.97094"
"bumbling-thunder-399","finished","-","asenellart","","2023-06-07T16:37:32.000Z","202","","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","MoPoE","5","MoPoEConfig","","","1","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","0.98706"
"laced-darkness-400","finished","-","asenellart","","2023-06-07T16:37:32.000Z","312","","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.2","MoPoE","5","MoPoEConfig","","","2","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","0.97944"
"vague-tree-396","finished","-","asenellart","","2023-06-07T16:37:32.000Z","241","","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","MoPoE","5","MoPoEConfig","","","1","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","0.8427799999999998"
"fancy-lion-394","finished","-","asenellart","","2023-06-07T16:37:30.000Z","214","","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","MoPoE","5","MoPoEConfig","","","0","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","0.86609"
"worthy-disco-395","finished","-","asenellart","","2023-06-07T16:37:30.000Z","188","","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.2","MoPoE","5","MoPoEConfig","","","0","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","0.98816"
"warm-totem-393","finished","-","asenellart","","2023-06-07T16:37:29.000Z","190","","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.5","MoPoE","5","MoPoEConfig","","","0","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","0.9937"
"dulcet-flower-392","finished","-","asenellart","","2023-06-07T16:11:03.000Z","197","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","false","0.5","MMVAE","5","MMVAEConfig","","normal","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.97012"
"lemon-firebrand-391","finished","-","asenellart","","2023-06-07T16:10:30.000Z","236","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","false","0.5","MMVAE","5","MMVAEConfig","","normal","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.13184"
"helpful-hill-390","finished","-","asenellart","","2023-06-07T16:10:29.000Z","182","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","false","0.2","MMVAE","5","MMVAEConfig","","normal","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","1"
"stellar-frog-389","finished","-","asenellart","","2023-06-07T16:07:35.000Z","259","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","false","0","MMVAE","5","MMVAEConfig","","normal","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","1"
"quiet-bush-386","finished","-","asenellart","","2023-06-07T16:07:34.000Z","234","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","false","0.5","MMVAE","5","MMVAEConfig","","normal","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.12695000000000004"
"zesty-river-387","finished","-","asenellart","","2023-06-07T16:07:34.000Z","184","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","false","0.2","MMVAE","5","MMVAEConfig","","normal","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.9999"
"wobbly-brook-388","finished","-","asenellart","","2023-06-07T16:07:34.000Z","205","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","false","0.5","MMVAE","5","MMVAEConfig","","normal","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.9800600000000002"
"peach-rain-384","finished","-","asenellart","","2023-06-07T16:07:33.000Z","187","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","false","0.2","MMVAE","5","MMVAEConfig","","normal","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.9987"
"robust-fire-385","finished","-","asenellart","","2023-06-07T16:07:33.000Z","428","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","false","0.5","MMVAE","5","MMVAEConfig","","normal","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.13011"
"dulcet-cosmos-382","finished","-","asenellart","","2023-06-07T16:07:32.000Z","203","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","false","0.2","MMVAE","5","MMVAEConfig","","normal","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.99017"
"astral-butterfly-382","finished","-","asenellart","","2023-06-07T16:07:32.000Z","238","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","false","0.5","MMVAE","5","MMVAEConfig","","normal","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.14454"
"devout-capybara-381","finished","-","asenellart","","2023-06-07T16:07:32.000Z","193","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","false","0.2","MMVAE","5","MMVAEConfig","","normal","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.9991"
"sunny-fire-379","finished","-","asenellart","","2023-06-07T16:07:31.000Z","286","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","false","0.5","MMVAE","5","MMVAEConfig","","normal","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.98028"
"astral-night-379","finished","-","asenellart","","2023-06-07T16:07:31.000Z","260","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","false","0.2","MMVAE","5","MMVAEConfig","","normal","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.99017"
"eager-sun-377","finished","-","asenellart","","2023-06-07T16:07:30.000Z","252","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","false","0.2","MMVAE","5","MMVAEConfig","","normal","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.9982"
"zany-fire-378","finished","-","asenellart","","2023-06-07T16:07:30.000Z","287","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","false","0","MMVAE","5","MMVAEConfig","","normal","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","1"
"dazzling-darkness-376","finished","-","asenellart","","2023-06-07T16:07:30.000Z","160","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","false","0.2","MMVAE","5","MMVAEConfig","","normal","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.9983"
"eager-grass-375","finished","-","asenellart","","2023-06-07T16:07:30.000Z","162","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","false","0","MMVAE","5","MMVAEConfig","","normal","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.98987"
"brisk-dust-374","finished","-","asenellart","","2023-06-07T16:07:30.000Z","180","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","false","0.5","MMVAE","5","MMVAEConfig","","normal","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.9702700000000002"
"efficient-firebrand-373","finished","-","asenellart","","2023-06-07T16:07:29.000Z","170","","10","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","false","0","MMVAE","5","MMVAEConfig","","normal","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","1"
"treasured-puddle-372","finished","-","asenellart","","2023-06-07T15:26:57.000Z","241","","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","JNFDcca","5","JNFDccaConfig","200","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","0.35313"
"zany-feather-371","finished","-","asenellart","","2023-06-07T15:26:32.000Z","328","","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","JNFDcca","5","JNFDccaConfig","200","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","0.54419"
"chocolate-oath-370","finished","-","asenellart","","2023-06-07T15:26:29.000Z","214","","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","JNFDcca","5","JNFDccaConfig","200","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","0.72017"
"ruby-totem-369","finished","-","asenellart","","2023-06-07T15:25:59.000Z","266","","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","JNFDcca","5","JNFDccaConfig","200","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","0.45484"
"soft-dust-367","finished","-","asenellart","","2023-06-07T15:25:58.000Z","251","","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","JNFDcca","5","JNFDccaConfig","200","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","0.37442"
"rosy-dawn-368","finished","-","asenellart","","2023-06-07T15:25:58.000Z","237","","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","JNFDcca","5","JNFDccaConfig","200","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","0.59571"
"stoic-forest-366","finished","-","asenellart","","2023-06-07T15:25:04.000Z","303","","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","JNFDcca","5","JNFDccaConfig","200","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","0.7195900000000001"
"electric-moon-365","finished","-","asenellart","","2023-06-07T15:25:01.000Z","343","","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","JNFDcca","5","JNFDccaConfig","200","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","0.37464"
