"Name","State","Notes","User","Tags","Created","Runtime","Sweep","K","alpha","beta","beta_style","custom_architectures","decoder_dist_params.m0.scale","decoder_dist_params.m1.scale","decoder_dist_params.m2.scale","decoder_dist_params.m3.scale","decoder_dist_params.m4.scale","decoders_dist.m0","decoders_dist.m1","decoders_dist.m2","decoders_dist.m3","decoders_dist.m4","embedding_dcca_dim","input_dims.m0","input_dims.m1","input_dims.m2","input_dims.m3","input_dims.m4","keep_incomplete","latent_dim","learn_prior","missing_ratio","model_name","n_modalities","name","nb_epochs_dcca","prior_and_posterior_dist","seed","subsets.","subsets.m0","subsets.m0_m1","subsets.m0_m1_m2","subsets.m0_m1_m2_m3","subsets.m0_m1_m2_m3_m4","subsets.m0_m1_m2_m4","subsets.m0_m1_m3","subsets.m0_m1_m3_m4","subsets.m0_m1_m4","subsets.m0_m2","subsets.m0_m2_m3","subsets.m0_m2_m3_m4","subsets.m0_m2_m4","subsets.m0_m3","subsets.m0_m3_m4","subsets.m0_m4","subsets.m1","subsets.m1_m2","subsets.m1_m2_m3","subsets.m1_m2_m3_m4","subsets.m1_m2_m4","subsets.m1_m3","subsets.m1_m3_m4","subsets.m1_m4","subsets.m2","subsets.m2_m3","subsets.m2_m3_m4","subsets.m2_m4","subsets.m3","subsets.m3_m4","subsets.m4","use_all_singular_values","use_modality_specific_spaces","use_subsampling","uses_likelihood_rescaling","warmup","cluster_accuracy"
"winter-universe-364","finished","-","asenellart","","2023-06-07T15:24:58.000Z","266","","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","JNFDcca","5","JNFDccaConfig","200","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","0.53442"
"fiery-cloud-363","finished","-","asenellart","","2023-06-07T15:23:58.000Z","275","","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","JNFDcca","5","JNFDccaConfig","200","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","0.31906"
"young-armadillo-362","finished","-","asenellart","","2023-06-07T15:23:29.000Z","415","","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","JNFDcca","5","JNFDccaConfig","200","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","0.55357"
"peachy-energy-361","finished","-","asenellart","","2023-06-07T15:23:28.000Z","229","","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","JNFDcca","5","JNFDccaConfig","200","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","0.73306"
"laced-frost-360","finished","-","asenellart","","2023-06-07T15:22:30.000Z","437","","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","JNF","5","JNFConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","0.41346"
"clean-star-359","finished","-","asenellart","","2023-06-07T15:22:29.000Z","328","","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","JNF","5","JNFConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","0.59975"
"charmed-totem-358","finished","-","asenellart","","2023-06-07T15:22:28.000Z","205","","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","JNF","5","JNFConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","0.87913"
"winter-sunset-357","finished","-","asenellart","","2023-06-07T15:21:40.000Z","295","","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","JNF","5","JNFConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","0.8456899999999999"
"driven-dew-356","finished","-","asenellart","","2023-06-07T15:21:29.000Z","234","","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","JNF","5","JNFConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","0.58999"
"vague-field-355","finished","-","asenellart","","2023-06-07T15:21:28.000Z","265","","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","JNF","5","JNFConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","0.42963000000000007"
"fluent-river-353","finished","-","asenellart","","2023-06-07T15:20:28.000Z","272","","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","JNF","5","JNFConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","0.4257"
"elated-thunder-353","finished","-","asenellart","","2023-06-07T15:20:28.000Z","271","","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","JNF","5","JNFConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","0.52796"
"smooth-lake-352","finished","-","asenellart","","2023-06-07T15:19:59.000Z","227","","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","JNF","5","JNFConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","0.7158300000000001"
"golden-pyramid-351","finished","-","asenellart","","2023-06-07T15:19:34.000Z","371","","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","JNF","5","JNFConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","0.26259"
"comic-paper-350","finished","-","asenellart","","2023-06-07T15:19:28.000Z","258","","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","JNF","5","JNFConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","0.5691499999999999"
"eternal-paper-349","finished","-","asenellart","","2023-06-07T15:18:59.000Z","290","","","","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","JNF","5","JNFConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","400","0.79767"
"clear-firefly-348","finished","-","asenellart","","2023-06-07T15:18:29.000Z","253","","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","JMVAE","5","JMVAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","0.11257000000000002"
"curious-lion-347","finished","-","asenellart","","2023-06-07T15:18:02.000Z","379","","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","JMVAE","5","JMVAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","0.56355"
"different-darkness-346","finished","-","asenellart","","2023-06-07T15:17:28.000Z","196","","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","JMVAE","5","JMVAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","0.8251"
"northern-feather-345","finished","-","asenellart","","2023-06-07T15:16:58.000Z","242","","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","JMVAE","5","JMVAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","0.18783"
"cosmic-glitter-344","finished","-","asenellart","","2023-06-07T15:16:58.000Z","234","","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","JMVAE","5","JMVAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","0.5941600000000001"
"vibrant-glade-343","finished","-","asenellart","","2023-06-07T15:16:29.000Z","301","","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","JMVAE","5","JMVAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","0.82248"
"logical-pine-342","finished","-","asenellart","","2023-06-07T15:15:59.000Z","391","","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","JMVAE","5","JMVAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","0.17861999999999997"
"glamorous-plant-341","finished","-","asenellart","","2023-06-07T15:15:59.000Z","349","","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","JMVAE","5","JMVAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","0.58265"
"dark-forest-340","finished","-","asenellart","","2023-06-07T15:15:57.000Z","202","","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","JMVAE","5","JMVAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","0.8043299999999999"
"fearless-shadow-339","finished","-","asenellart","","2023-06-07T15:15:34.000Z","338","","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","JMVAE","5","JMVAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","0.54867"
"olive-aardvark-338","finished","-","asenellart","","2023-06-07T15:15:29.000Z","236","","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","JMVAE","5","JMVAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","0.19195"
"dashing-firefly-337","finished","-","asenellart","","2023-06-07T15:15:28.000Z","231","","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","JMVAE","5","JMVAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","0.82111"
"misunderstood-bush-336","finished","-","asenellart","","2023-06-07T15:15:27.000Z","185","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.5","MVTCAE","5","MVTCAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.94502"
"firm-dream-335","finished","-","asenellart","","2023-06-07T15:14:58.000Z","179","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.2","MVTCAE","5","MVTCAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.96833"
"valiant-wind-334","finished","-","asenellart","","2023-06-07T15:14:32.000Z","280","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","MVTCAE","5","MVTCAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.6273700000000001"
"pleasant-shape-333","finished","-","asenellart","","2023-06-07T15:14:02.000Z","192","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.2","MVTCAE","5","MVTCAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.9983"
"bumbling-microwave-332","finished","-","asenellart","","2023-06-07T15:13:59.000Z","166","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.5","MVTCAE","5","MVTCAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.93444"
"breezy-sea-331","finished","-","asenellart","","2023-06-07T15:13:59.000Z","256","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","MVTCAE","5","MVTCAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.96853"
"effortless-sound-330","finished","-","asenellart","","2023-06-07T15:13:58.000Z","156","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","MVTCAE","5","MVTCAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.97931"
"exalted-firefly-329","finished","-","asenellart","","2023-06-07T15:12:01.000Z","181","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","MVTCAE","5","MVTCAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.93953"
"olive-breeze-328","finished","-","asenellart","","2023-06-07T15:11:57.000Z","210","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","MVTCAE","5","MVTCAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.5723699999999999"
"vital-sunset-327","finished","-","asenellart","","2023-06-07T15:11:57.000Z","195","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","MVTCAE","5","MVTCAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.96923"
"vocal-morning-325","finished","-","asenellart","","2023-06-07T15:11:28.000Z","206","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.5","MVTCAE","5","MVTCAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.96443"
"generous-resonance-326","finished","-","asenellart","","2023-06-07T15:11:28.000Z","172","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.2","MVTCAE","5","MVTCAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.97773"
"honest-cosmos-324","finished","-","asenellart","","2023-06-07T15:11:27.000Z","230","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","MVTCAE","5","MVTCAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.6077199999999999"
"morning-snowball-323","finished","-","asenellart","","2023-06-07T15:11:02.000Z","173","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","MVTCAE","5","MVTCAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.97795"
"still-forest-321","finished","-","asenellart","","2023-06-07T15:10:58.000Z","255","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","MVTCAE","5","MVTCAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.9993"
"flowing-darkness-320","finished","-","asenellart","","2023-06-07T15:10:58.000Z","157","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","MVTCAE","5","MVTCAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.96916"
"swept-pond-322","finished","-","asenellart","","2023-06-07T15:10:58.000Z","260","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.2","MVTCAE","5","MVTCAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.95834"
"quiet-thunder-317","finished","-","asenellart","","2023-06-07T15:10:57.000Z","240","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","MVTCAE","5","MVTCAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.59663"
"fiery-eon-315","finished","-","asenellart","","2023-06-07T15:10:57.000Z","160","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","MVTCAE","5","MVTCAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.97917"
"skilled-cherry-318","finished","-","asenellart","","2023-06-07T15:10:57.000Z","268","","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.5","MVTCAE","5","MVTCAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","0.95475"
"volcanic-galaxy-296","finished","-","asenellart","","2023-06-07T15:08:57.000Z","286","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.5","MVAE","5","MVAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","0","0.22813000000000003"
"frosty-lake-295","finished","-","asenellart","","2023-06-07T15:08:31.000Z","189","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.2","MVAE","5","MVAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","0","0.9770600000000002"
"cosmic-bird-294","finished","-","asenellart","","2023-06-07T15:07:27.000Z","249","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","MVAE","5","MVAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","0.6825299999999999"
"atomic-hill-293","finished","-","asenellart","","2023-06-07T15:07:26.000Z","255","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","MVAE","5","MVAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","0.18202"
"wild-oath-292","finished","-","asenellart","","2023-06-07T15:06:58.000Z","194","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0","MVAE","5","MVAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","0.93864"
"vocal-plant-291","finished","-","asenellart","","2023-06-07T15:06:27.000Z","234","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.5","MVAE","5","MVAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","0.39786"
"genial-tree-290","finished","-","asenellart","","2023-06-07T15:06:26.000Z","163","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.2","MVAE","5","MVAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","0","0.94767"
"desert-armadillo-289","finished","-","asenellart","","2023-06-07T15:06:26.000Z","212","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","true","512","","0.5","MVAE","5","MVAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","0","0.90534"
"whole-leaf-288","finished","-","asenellart","","2023-06-07T15:05:57.000Z","287","","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","false","512","","0.2","MVAE","5","MVAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","0.8371599999999999"
