"Name","State","Notes","User","Tags","Created","Runtime","Sweep","alpha","beta","beta_style","custom_architectures","decoder_dist_params.m0.scale","decoder_dist_params.m1.scale","decoder_dist_params.m2.scale","decoder_dist_params.m3.scale","decoder_dist_params.m4.scale","decoders_dist.m0","decoders_dist.m1","decoders_dist.m2","decoders_dist.m3","decoders_dist.m4","embedding_dcca_dim","input_dims.m0","input_dims.m1","input_dims.m2","input_dims.m3","input_dims.m4","k","keep_incomplete","latent_dim","learn_prior","missing_ratio","model_name","n_modalities","name","nb_epochs_dcca","prior_and_posterior_dist","seed","subsets.","subsets.m0","subsets.m0_m1","subsets.m0_m1_m2","subsets.m0_m1_m2_m3","subsets.m0_m1_m2_m3_m4","subsets.m0_m1_m2_m4","subsets.m0_m1_m3","subsets.m0_m1_m3_m4","subsets.m0_m1_m4","subsets.m0_m2","subsets.m0_m2_m3","subsets.m0_m2_m3_m4","subsets.m0_m2_m4","subsets.m0_m3","subsets.m0_m3_m4","subsets.m0_m4","subsets.m1","subsets.m1_m2","subsets.m1_m2_m3","subsets.m1_m2_m3_m4","subsets.m1_m2_m4","subsets.m1_m3","subsets.m1_m3_m4","subsets.m1_m4","subsets.m2","subsets.m2_m3","subsets.m2_m3_m4","subsets.m2_m4","subsets.m3","subsets.m3_m4","subsets.m4","use_all_singular_values","use_modality_specific_spaces","use_subsampling","uses_likelihood_rescaling","warmup","joint_coherence _prior","joint_coherence_GaussianMixtureSampler","joint_coherence_IAFsampler","joint_coherence_prior","joint_likelihood","mean_coherence_1","mean_coherence_2","mean_coherence_3","mean_coherence_4","std_coherence_1","std_coherence_2","std_coherence_3","std_coherence_4","subset_to_m0","subset_to_m1","subset_to_m2","subset_to_m3","subset_to_m4","Conditional FD from ['m1', 'm2', 'm3', 'm4'] to m0","Conditional FD from ['m1', 'm2', 'm3'] to m0","Conditional FD from ['m1', 'm2'] to m0","Conditional FD from ['m1'] to m0"
"MMVAE_c_0_3","finished","-","asenellart","","2023-06-02T15:47:57.000Z","74253","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","false","0","MMVAE","5","MMVAEConfig","","normal","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.2667999863624573","0.228999987244606","0.21869999170303345","6936.10888671875","0.8108650000000001","0.80762","0.80967","0.8097999999999999","0.024888112624303155","0.034645420412452166","0.052279246360291014","0.08646423538087872","0.7624","0.8604","0.8704","0.8938","0.662","","","",""
"MMVAE_c_02_2","finished","-","asenellart","","2023-06-02T15:47:52.000Z","74389","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","false","0.2","MMVAE","5","MMVAEConfig","","normal","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.38109999895095825","0.1711999922990799","0.13939999043941498","7020.1982421875","0.6863750000000001","0.6849366666666665","0.686325","0.6877800000000001","0.02847480904237987","0.02522221000978655","0.04877842889023795","0.09285600465236483","0.6651","0.7332","0.7466","0.7769","0.5171","","","",""
"MMVAE_i_02_2","finished","-","asenellart","","2023-06-02T15:47:51.000Z","74409","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","false","0.2","MMVAE","5","MMVAEConfig","","normal","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.1673000007867813","0.1184999942779541","0.1168999969959259","7021.59765625","0.7944249999999999","0.7947266666666666","0.7919099999999999","0.79574","0.025250143563948297","0.03607059066762159","0.060346668507880355","0.10478581201670388","0.7275","0.8586","0.8829","0.8878","0.6219","","","",""
"MMVAE_c_0_2","finished","-","asenellart","","2023-06-02T15:47:48.000Z","74034","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","false","0","MMVAE","5","MMVAEConfig","","normal","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.26749998331069946","0.22039999067783356","0.2153999954462051","6940.54736328125","0.8015950000000001","0.8013766666666665","0.79984","0.80052","0.029226167213646063","0.046939069370124216","0.06981293146688514","0.12145460715839478","0.7836","0.8756","0.8797","0.8933","0.5704","","","",""
"MMVAE_c_05_2","finished","-","asenellart","","2023-06-02T15:47:48.000Z","74499","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","false","0.5","MMVAE","5","MMVAEConfig","","normal","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.0009999999310821297","0.0008999999845400453","0.05769999697804451","7232.9677734375","0.105725","0.10584333333333332","0.105825","0.10782","0.001315199604622813","0.00211466046657351","0.0030274783236218204","0.004168165063910018","0.112","0.1003","0.1065","0.1105","0.1098","","","",""
"MMVAE_i_05_1","finished","-","asenellart","","2023-06-02T15:47:47.000Z","74117","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","false","0.5","MMVAE","5","MMVAEConfig","","normal","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.12780000269412994","0.057099997997283936","0.04149999842047691","7272.9697265625","0.766295","0.76448","0.7646149999999999","0.7621","0.0328539510561515","0.03228445859336451","0.05399642140920083","0.08000347492453062","0.7338","0.8163","0.8045","0.8378","0.6181","","","",""
"MMVAE_i_02_1","finished","-","asenellart","","2023-06-02T15:47:23.000Z","74028","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","false","0.2","MMVAE","5","MMVAEConfig","","normal","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.17659999430179596","0.11789999902248384","0.0982000008225441","7028.0302734375","0.8058099999999999","0.8080533333333332","0.80848","0.8013999999999999","0.01908277757560466","0.031405573461480416","0.05599280846680224","0.09689237328087286","0.738","0.8769","0.8655","0.8862","0.6404","","","",""
"MMVAE_c_05_1","finished","-","asenellart","","2023-06-02T15:47:23.000Z","74126","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","false","0.5","MMVAE","5","MMVAEConfig","","normal","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.003899999894201755","0.003000000026077032","0.14790000021457672","7211.99365234375","0.109205","0.10988333333333332","0.10942","0.10902","0.0034983353184050267","0.002791624377789154","0.0030834396378071017","0.004174398160214236","0.113","0.1014","0.1095","0.1086","0.1126","","","",""
"MMVAE_i_02_0","finished","-","asenellart","","2023-06-02T15:47:20.000Z","74029","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","false","0.2","MMVAE","5","MMVAEConfig","","normal","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.1492999941110611","0.11949999630451202","0.11319999396800996","7031.73291015625","0.78845","0.7888733333333333","0.7881849999999999","0.7841600000000001","0.026668708255181764","0.04050676706153899","0.06979559101404616","0.12032649915957828","0.7237","0.8622","0.8692","0.8912","0.5745","","","",""
"MMVAE_i_05_0","finished","-","asenellart","","2023-06-02T15:47:15.000Z","74105","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","false","0.5","MMVAE","5","MMVAEConfig","","normal","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.125900000333786","0.05159999802708626","0.03759999945759773","7300.19775390625","0.7630399999999999","0.7596433333333333","0.75939","0.7637400000000001","0.0320438238979058","0.03202418200880911","0.05456907457525734","0.09170804981025386","0.71","0.8386","0.812","0.8491","0.609","","","",""
"MMVAE_c_0_1","finished","-","asenellart","","2023-06-02T15:47:15.000Z","74363","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","false","0","MMVAE","5","MMVAEConfig","","normal","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.228999987244606","0.1898999959230423","0.19200000166893005","6927.82421875","0.7892349999999999","0.7888066666666667","0.7902950000000001","0.78862","0.029254421033409632","0.04432941787220865","0.07105126124848171","0.1238983841702546","0.766","0.8602","0.8661","0.8944","0.5564","","","",""
"MMVAE_c_02_1","finished","-","asenellart","","2023-06-02T15:47:15.000Z","74269","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","false","0.2","MMVAE","5","MMVAEConfig","","normal","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.4162999987602234","0.16939999163150787","0.12849999964237213","6992.6279296875","0.696485","0.6947933333333334","0.698685","0.69506","0.029937792169764298","0.029525449662583955","0.052830417611448056","0.08590465877937004","0.6532","0.7426","0.7465","0.7861","0.5469","","","",""
"MMVAE_c_05_0","finished","-","asenellart","","2023-06-02T15:47:12.000Z","74123","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","false","0.5","MMVAE","5","MMVAEConfig","","normal","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.0032999999821186066","0.003399999812245369","0.22829999029636383","7233.8935546875","0.10792","0.10724","0.106755","0.10876","0.0024356415992506006","0.0020420469033681755","0.0028069066603647517","0.005125856026070179","0.1146","0.1046","0.1067","0.1028","0.1151","","","",""
"MMVAE_c_0_0","finished","-","asenellart","","2023-06-02T15:46:47.000Z","74060","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","false","0","MMVAE","5","MMVAEConfig","","normal","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.27140000462532043","0.24069999158382416","0.2386000007390976","6940.26318359375","0.816285","0.8135333333333332","0.8104549999999999","0.81868","0.02641080555378805","0.03623004891584396","0.05507899531581892","0.09800645693014312","0.8091","0.8601","0.8755","0.9141","0.6346","","","",""
"MMVAE_c_02_0","finished","-","asenellart","","2023-06-02T15:46:47.000Z","74620","","","1","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","false","0.2","MMVAE","5","MMVAEConfig","","normal","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.33319997787475586","0.15160000324249268","0.12789998948574066","7012.19580078125","0.66142","0.6582866666666666","0.6566350000000001","0.659","0.03527324552688625","0.03316992345819063","0.04562771115232496","0.09301728871559307","0.6295","0.7103","0.7135","0.751","0.4907","","","",""
"JMVAE_c_05_3","finished","-","asenellart","","2023-06-02T15:43:54.000Z","1900","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","JMVAE","5","JMVAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","","0.0052999998442828655","0.011299999430775642","0.2815999984741211","6868.4345703125","0.13744","0.13643","0.14068","0.1433","0.007643078568221054","0.013893623237538384","0.026482788750431856","0.04935410823832196","0.114","0.1127","0.1222","0.2415","0.1261","","","",""
"JMVAE_c_02_3","finished","-","asenellart","","2023-06-02T15:43:54.000Z","1915","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","JMVAE","5","JMVAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","","0.23019999265670776","0.05739999935030937","0.019600000232458115","6235.2080078125","0.495205","0.5770766666666667","0.661915","0.7166600000000001","0.04850713968066967","0.013702198120496329","0.035794085056053596","0.09860337925243738","0.6024","0.8115","0.7801","0.7985","0.5908","","","",""
"JMVAE_c_0_3","finished","-","asenellart","","2023-06-02T15:43:53.000Z","1860","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","JMVAE","5","JMVAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","","0.48829999566078186","0.02290000021457672","0.007799999788403511","6028.68701171875","0.622375","0.7106266666666667","0.7912950000000001","0.83058","0.0260029469483749","0.04289733428651352","0.0857649591908024","0.157839239734611","0.5226","0.9339","0.9172","0.9374","0.8418","","","",""
"JMVAE_c_05_2","finished","-","asenellart","","2023-06-02T15:39:53.000Z","1914","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","JMVAE","5","JMVAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","","0.03959999978542328","0.02589999884366989","0.1972000002861023","6766.8720703125","0.200575","0.19903","0.21553","0.22476","0.009385374259985594","0.01948176041554994","0.044500399998202274","0.08803291657101905","0.1593","0.2297","0.2276","0.3816","0.1256","","","",""
"JMVAE_c_02_2","finished","-","asenellart","","2023-06-02T15:17:33.000Z","2098","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","JMVAE","5","JMVAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","","0.3716999888420105","0.039400000125169754","0.01589999906718731","6217.6826171875","0.51278","0.5889333333333332","0.673985","0.7262000000000001","0.034036764681737906","0.00786645479940683","0.04016533362241624","0.09665004914639208","0.5749","0.7921","0.7969","0.8183","0.6488","","","",""
"JMVAE_c_0_2","finished","-","asenellart","","2023-06-02T15:15:01.000Z","2168","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","JMVAE","5","JMVAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","","0.46789997816085815","0.028999999165534973","0.007899999618530273","6034.03564453125","0.6406400000000001","0.71559","0.7899900000000001","0.82406","0.02088676973588782","0.04526501482013086","0.09734629114660708","0.1813840301680388","0.4678","0.9405","0.9206","0.9428","0.8486","","","",""
"JMVAE_c_05_1","finished","-","asenellart","","2023-06-02T15:14:20.000Z","2057","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","JMVAE","5","JMVAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","","0.048499997705221176","0.02489999867975712","0.27719998359680176","6802.443359375","0.18504","0.18072","0.19135999999999995","0.19768","0.011050730745068404","0.014341642552759114","0.02973616316877481","0.0583076804546365","0.1771","0.1773","0.1547","0.3131","0.1662","","","",""
"JMVAE_c_02_1","finished","-","asenellart","","2023-06-02T15:14:08.000Z","2408","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","JMVAE","5","JMVAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","","0.35599997639656067","0.03460000082850456","0.01529999915510416","6216.85693359375","0.5053","0.5860433333333334","0.6713399999999998","0.72492","0.03712181299451843","0.01552204203347256","0.04832189358872436","0.1133594883545264","0.5438","0.822","0.7798","0.8359","0.6431","","","",""
"JMVAE_c_0_1","finished","-","asenellart","","2023-06-02T15:14:04.000Z","2086","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","JMVAE","5","JMVAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","","0.4269999861717224","0.02419999986886978","0.004799999762326479","6027.89697265625","0.63228","0.7147","0.7900550000000001","0.8189","0.018169847275087418","0.045827376582611","0.09796109036244952","0.18799202110727997","0.4524","0.9388","0.9245","0.9482","0.8306","","","",""
"JMVAE_c_05_0","finished","-","asenellart","","2023-06-02T15:12:14.000Z","1926","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","JMVAE","5","JMVAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","","0.06099999696016312","0.035499997437000275","0.22129999101161957","6744.6640625","0.22006","0.23052666666666663","0.253845","0.26949999999999996","0.012874428142639976","0.014566886344644066","0.033200937110268426","0.06999679992685379","0.2238","0.2889","0.2536","0.3928","0.1884","","","",""
"JMVAE_c_02_0","finished","-","asenellart","","2023-06-02T15:12:03.000Z","1911","","0.1","","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","JMVAE","5","JMVAEConfig","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","200","","0.29889997839927673","0.04820000007748604","0.022599998861551285","6245.853515625","0.47956","0.5438166666666667","0.62752","0.68114","0.04138529207339246","0.010267394454723603","0.04246048280460316","0.10745299623556336","0.499","0.7473","0.7474","0.7913","0.6207","","","",""
"MVTCAE_i_02_3","finished","-","asenellart","","2023-06-02T15:11:56.000Z","1897","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","","0.2","MVTCAE","5","MVTCAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.5236999988555908","0.010199999436736109","0.0023999998811632395","5945.5166015625","0.48864","0.6636366666666667","0.74828","0.7910200000000001","0.021422421665161933","0.04240564021710112","0.09886379822766268","0.19245659666532608","0.4104","0.9164","0.9157","0.8399","0.8727","","","",""
"MVTCAE_i_05_3","finished","-","asenellart","","2023-06-02T15:11:54.000Z","1890","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","","0.5","MVTCAE","5","MVTCAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.4355999827384949","0.0072999997064471245","0.001999999862164259","5974.337890625","0.381515","0.5379100000000001","0.63272","0.6936199999999999","0.017584372323173777","0.0191233774910884","0.08116880312041073","0.18458558340238815","0.335","0.8109","0.8448","0.7619","0.7155","","","",""
"MVTCAE_c_05_3","finished","-","asenellart","","2023-06-02T15:11:47.000Z","1898","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","MVTCAE","5","MVTCAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.26649999618530273","0.018299998715519905","0.009800000116229056","6380.72021484375","0.3610350000000001","0.4974966666666666","0.5831100000000001","0.63518","0.035563944522507634","0.03345475036855339","0.05711559244199435","0.12959872530237324","0.3957","0.7367","0.7615","0.6532","0.6288","","","",""
"MVTCAE_c_02_3","finished","-","asenellart","","2023-06-02T15:10:16.000Z","1952","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","MVTCAE","5","MVTCAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.5235999822616577","0.011699999682605268","0.0050999997183680534","6037.09423828125","0.478395","0.6521","0.7406200000000001","0.7843600000000001","0.038014791200268384","0.032720632294895774","0.07611378718734209","0.1587563239685273","0.4698","0.8722","0.8983","0.8383","0.8432","","","",""
"MVTCAE_c_0_3","finished","-","asenellart","","2023-06-02T15:09:56.000Z","1901","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","MVTCAE","5","MVTCAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.5776999592781067","0.01589999906718731","0.002300000051036477","5928.82763671875","0.5450250000000001","0.72195","0.79811","0.8321200000000001","0.02513310068415754","0.042244910936111574","0.09990761932905816","0.18853086113419204","0.4572","0.9401","0.955","0.9011","0.9072","","","",""
"MVTCAE_i_05_2","finished","-","asenellart","","2023-06-02T15:08:25.000Z","1854","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","","0.5","MVTCAE","5","MVTCAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.5002999901771545","0.0058999997563660145","0.0026000000070780516","5986.95849609375","0.379085","0.5308533333333333","0.6255650000000001","0.6801","0.020416112509486224","0.01864085238871272","0.08488325821385512","0.19433097540021768","0.302","0.8222","0.8232","0.7475","0.7056","","","",""
"MVTCAE_i_02_2","finished","-","asenellart","","2023-06-02T14:40:23.000Z","1885","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","","0.2","MVTCAE","5","MVTCAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.5343999862670898","0.023000000044703484","0.0023999998811632395","5936.318359375","0.493065","0.6631733333333333","0.7483200000000001","0.79344","0.024166762298661368","0.0444857300465866","0.106279031798375","0.20254904196268125","0.3931","0.9159","0.9382","0.8552","0.8648","","","",""
"MVTCAE_c_05_2","finished","-","asenellart","","2023-06-02T14:40:21.000Z","1900","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","MVTCAE","5","MVTCAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.20960000157356265","0.013299999758601189","0.013799999840557575","6402.46142578125","0.34847000000000006","0.4754933333333334","0.55396","0.6044200000000001","0.03539075585516646","0.026044260617477923","0.0566631441062001","0.13419291188434654","0.3942","0.7099","0.7594","0.648","0.5106","","","",""
"MVTCAE_c_02_2","finished","-","asenellart","","2023-06-02T14:40:12.000Z","1899","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","MVTCAE","5","MVTCAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.5038999915122986","0.012899999506771564","0.004399999976158142","6032.53759765625","0.47593","0.6475033333333333","0.7341499999999999","0.7809799999999999","0.03650276496376677","0.034168655064091835","0.08693838622840891","0.1804069776921059","0.4257","0.8955","0.9133","0.837","0.8334","","","",""
"MVTCAE_c_0_2","finished","-","asenellart","","2023-06-02T14:40:05.000Z","1883","","0.8333333333333334","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","MVTCAE","5","MVTCAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","0.561199963092804","0.016499999910593033","0.0023999998811632395","5956.3955078125","0.51203","0.6952333333333334","0.778835","0.82386","0.02932025920758545","0.03988835808993783","0.08960079533687186","0.16903205139854394","0.4887","0.9231","0.94","0.8866","0.8809","","","",""
