"Name","State","Notes","User","Tags","Created","Runtime","Sweep","alpha","beta","beta_style","custom_architectures","decoder_dist_params.m0.scale","decoder_dist_params.m1.scale","decoder_dist_params.m2.scale","decoder_dist_params.m3.scale","decoder_dist_params.m4.scale","decoders_dist.m0","decoders_dist.m1","decoders_dist.m2","decoders_dist.m3","decoders_dist.m4","embedding_dcca_dim","input_dims.m0","input_dims.m1","input_dims.m2","input_dims.m3","input_dims.m4","k","keep_incomplete","latent_dim","learn_prior","missing_ratio","model_name","n_modalities","name","nb_epochs_dcca","prior_and_posterior_dist","seed","subsets.","subsets.m0","subsets.m0_m1","subsets.m0_m1_m2","subsets.m0_m1_m2_m3","subsets.m0_m1_m2_m3_m4","subsets.m0_m1_m2_m4","subsets.m0_m1_m3","subsets.m0_m1_m3_m4","subsets.m0_m1_m4","subsets.m0_m2","subsets.m0_m2_m3","subsets.m0_m2_m3_m4","subsets.m0_m2_m4","subsets.m0_m3","subsets.m0_m3_m4","subsets.m0_m4","subsets.m1","subsets.m1_m2","subsets.m1_m2_m3","subsets.m1_m2_m3_m4","subsets.m1_m2_m4","subsets.m1_m3","subsets.m1_m3_m4","subsets.m1_m4","subsets.m2","subsets.m2_m3","subsets.m2_m3_m4","subsets.m2_m4","subsets.m3","subsets.m3_m4","subsets.m4","use_all_singular_values","use_modality_specific_spaces","use_subsampling","uses_likelihood_rescaling","warmup","joint_coherence _prior","joint_coherence_GaussianMixtureSampler","joint_coherence_IAFsampler","joint_coherence_prior","joint_likelihood","mean_coherence_1","mean_coherence_2","mean_coherence_3","mean_coherence_4","std_coherence_1","std_coherence_2","std_coherence_3","std_coherence_4","subset_to_m0","subset_to_m1","subset_to_m2","subset_to_m3","subset_to_m4","Conditional FD from ['m1', 'm2', 'm3', 'm4'] to m0","Conditional FD from ['m1', 'm2', 'm3'] to m0","Conditional FD from ['m1', 'm2'] to m0","Conditional FD from ['m1'] to m0"
"crisp-flower-153","finished","-","asenellart","","2023-06-05T14:05:56.000Z","2600","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","","0.5","MoPoE","5","MoPoEConfig","","","1","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","","0.14409999549388883","0.0949999988079071","0.09019999951124193","6939.2841796875","0.5368999999999999","0.6684599999999999","0.7336600000000001","0.7710600000000001","0.0346279006005273","0.03405476243412139","0.07549553231814449","0.13897652463635723","0.7229","0.8439","0.885","0.8839","0.5196","","","",""
"young-wave-152","finished","-","asenellart","","2023-06-05T13:47:56.000Z","2426","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","","0.2","MoPoE","5","MoPoEConfig","","","1","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","","0.34759998321533203","0.12610000371932983","0.12319999933242798","6925.42724609375","0.6269750000000001","0.76639","0.82211","0.8491","0.028522223791282497","0.03051529689261511","0.0661051654562637","0.12236613910718926","0.784","0.9196","0.953","0.9508","0.6381","","","",""
"eager-durian-151","finished","-","asenellart","","2023-06-05T13:46:25.000Z","2374","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","MoPoE","5","MoPoEConfig","","","1","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","","0.030899999663233757","0.004100000020116568","0.05769999697804451","7184.8359375","0.28741500000000003","0.3547366666666666","0.39868","0.42664","0.0411588161880295","0.01852671614483019","0.06837936530854903","0.1629642733853037","0.3132","0.5092","0.5685","0.5795","0.1628","","","",""
"copper-wood-150","finished","-","asenellart","","2023-06-05T13:46:21.000Z","2292","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","MoPoE","5","MoPoEConfig","","","1","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","","0.3416999876499176","0.09609999507665634","0.09299999475479126","6959.47998046875","0.55602","0.6917233333333332","0.7530499999999998","0.78736","0.03951121802728943","0.04076325156041625","0.09070854700633232","0.16650624733024283","0.689","0.8949","0.9308","0.9174","0.5047","","","",""
"glad-shadow-149","finished","-","asenellart","","2023-06-05T13:45:20.000Z","2317","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","MoPoE","5","MoPoEConfig","","","1","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","","0.4405999779701233","0.1005999967455864","0.11639999598264694","6861.13916015625","0.660365","0.7899066666666668","0.841235","0.86432","0.022139408302843187","0.049788416323478295","0.09765951323347868","0.16652905332103465","0.8715","0.9606","0.971","0.9782","0.5403","","","",""
"lemon-capybara-148","finished","-","asenellart","","2023-06-05T13:05:45.000Z","2405","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","","0.2","MoPoE","5","MoPoEConfig","","","0","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","","0.12189999967813492","0.065700002014637","0.05769999697804451","6909.9697265625","0.51446","0.6391166666666667","0.699375","0.73194","0.024719549955450257","0.05609876063198226","0.10693535956361672","0.1871784239702856","0.541","0.8599","0.9095","0.8799","0.4694","","","",""
"radiant-rain-146","finished","-","asenellart","","2023-06-05T13:05:40.000Z","2314","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","MoPoE","5","MoPoEConfig","","","0","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","","0.435699999332428","0.08460000157356262","0.07930000126361847","6971.47021484375","0.549855","0.6898766666666667","0.7601049999999999","0.80002","0.03651681598934935","0.04191308745487503","0.08728624304551089","0.14752444407622758","0.7078","0.8961","0.9117","0.9319","0.5526","","","",""
"easy-field-147","finished","-","asenellart","","2023-06-05T13:05:40.000Z","2397","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0","MoPoE","5","MoPoEConfig","","","0","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","","0.2321999967098236","0.08009999990463257","0.06969999521970749","6886.54541015625","0.562505","0.7003866666666667","0.763335","0.7967799999999999","0.03147073005190698","0.060426841350144665","0.1116226187875916","0.1920751977742051","0.711","0.9136","0.9462","0.9564","0.4567","","","",""
"soft-snowball-145","finished","-","asenellart","","2023-06-05T13:05:40.000Z","2355","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","MoPoE","5","MoPoEConfig","","","0","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","","0.06650000065565109","0.006399999838322401","0.04270000010728836","7168.544921875","0.30583499999999997","0.3880533333333333","0.440485","0.4765","0.03835255402186405","0.012779394873519362","0.0520449519646238","0.13511002923543464","0.3458","0.6036","0.5399","0.6082","0.285","","","",""
"winter-cherry-144","finished","-","asenellart","","2023-06-05T13:05:38.000Z","2493","","","2.5","1","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","true","512","","0.5","MoPoE","5","MoPoEConfig","","","0","[]","[""m0""]","[""m0"",""m1""]","[""m0"",""m1"",""m2""]","[""m0"",""m1"",""m2"",""m3""]","[""m0"",""m1"",""m2"",""m3"",""m4""]","[""m0"",""m1"",""m2"",""m4""]","[""m0"",""m1"",""m3""]","[""m0"",""m1"",""m3"",""m4""]","[""m0"",""m1"",""m4""]","[""m0"",""m2""]","[""m0"",""m2"",""m3""]","[""m0"",""m2"",""m3"",""m4""]","[""m0"",""m2"",""m4""]","[""m0"",""m3""]","[""m0"",""m3"",""m4""]","[""m0"",""m4""]","[""m1""]","[""m1"",""m2""]","[""m1"",""m2"",""m3""]","[""m1"",""m2"",""m3"",""m4""]","[""m1"",""m2"",""m4""]","[""m1"",""m3""]","[""m1"",""m3"",""m4""]","[""m1"",""m4""]","[""m2""]","[""m2"",""m3""]","[""m2"",""m3"",""m4""]","[""m2"",""m4""]","[""m3""]","[""m3"",""m4""]","[""m4""]","","false","","false","","","0.12349999696016312","0.07939999550580978","0.08370000123977661","6930.75048828125","0.5158699999999999","0.6458999999999999","0.7113100000000001","0.7482","0.02905061703303391","0.0388858043221145","0.08635325355769753","0.1600582394005382","0.6847","0.8005","0.8969","0.8913","0.4676","","","",""
"crisp-wildflower-142","finished","-","asenellart","","2023-06-05T13:04:52.000Z","6275","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.2","JNFDcca","5","JNFDccaConfig","200","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","","0.2150999903678894","0.0973999947309494","0.09519999474287032","6336.32275390625","0.62404","0.7547499999999999","0.8288500000000001","0.8651","0.008016866594873552","0.011986865497053176","0.03339262643159414","0.07186506800943002","0.7837","0.9316","0.9136","0.9253","0.7713","","","",""
"distinctive-deluge-143","finished","-","asenellart","","2023-06-05T13:04:52.000Z","6187","","","","","[""dcca_networks"",""decoders"",""dcca_networks"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","20","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","","false","512","","0.5","JNFDcca","5","JNFDccaConfig","200","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","","","false","400","","0.14479999244213104","0.06579999625682831","0.05959999933838844","6723.7646484375","0.37225","0.42490666666666665","0.462875","0.4788599999999999","0.02233370211138315","0.01237780989423322","0.045218697736666445","0.1042409439711671","0.3615","0.566","0.5604","0.565","0.3414","","","",""
"MVAE_i_05_3_new","failed","-","asenellart","","2023-06-03T12:28:11.000Z","1214","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","true","512","","0.5","MVAE","5","MVAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","0","","0.04729999974370003","","0.016099998727440834","","0.22954","0.31298666666666664","0.36856","0.404","0.08744264205752247","0.06378946133788697","0.05753150788915585","0.13024056203809933","0.2831","0.4322","0.5927","0.4768","0.2352","297.50692185349214","296.79078984534124","301.86466868549087","309.1497847657823"
"MVAE_i_02_3_new","failed","-","asenellart","","2023-06-03T12:28:05.000Z","1179","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","true","512","","0.2","MVAE","5","MVAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","0","","0.5570999979972839","","0.042899999767541885","","0.38778","0.5462999999999999","0.6373649999999998","0.69592","0.06810905299591236","0.03849926983434593","0.0732830712033823","0.1575416313232791","0.3908","0.7587","0.8419","0.7676","0.7206","101.38211675605277","99.11662108530312","102.78562709876913","98.4215713999804"
"MVAE_c_05_3_new","failed","-","asenellart","","2023-06-03T12:27:55.000Z","1073","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","false","512","","0.5","MVAE","5","MVAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","","0.002899999963119626","","0.002099999925121665","","0.12292999999999998","0.14335333333333333","0.16059","0.17766","0.01426149010447365","0.028361849179644284","0.0438608470050454","0.0804439084082816","0.1179","0.1463","0.1587","0.3361","0.1293","198.37981944000407","195.668358844326","197.01818745827228","194.4952979495165"
"MVAE_c_02_3_new","failed","-","asenellart","","2023-06-03T12:27:44.000Z","1050","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","false","512","","0.2","MVAE","5","MVAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","","0.2727999985218048","","0.04690000042319298","","0.29037999999999997","0.4305766666666667","0.5254800000000002","0.58872","0.1632897741746249","0.13932343110746143","0.10241284880326296","0.13756501590157288","0.4237","0.5766","0.6849","0.7946","0.4638","286.25890480044853","287.77443921852677","287.6010468113102","288.89912939689196"
"MVAE_c_0_3_new","failed","-","asenellart","","2023-06-03T12:27:32.000Z","1024","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","false","512","","0","MVAE","5","MVAEConfig","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","","0.4045999944210053","","0.027799999341368675","","0.232945","0.35703333333333337","0.47573","0.5896","0.16053769915505828","0.18869322663460336","0.18427537165883015","0.17931175086981893","0.601","0.4046","0.458","0.919","0.5654","246.81992011685313","246.1792768299713","246.83655918577895","257.9818029890032"
"MVAE_i_05_2_new","failed","-","asenellart","","2023-06-03T12:27:20.000Z","1193","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","true","512","","0.5","MVAE","5","MVAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","0","","0.44349998235702515","","0.05179999768733978","","0.3830100000000001","0.5346366666666668","0.614525","0.66504","0.14487990423105618","0.1070453055174926","0.11992625702905932","0.17178709613937831","0.3989","0.6003","0.9274","0.7253","0.6733","122.15983271533344","117.86204350193476","119.588551790353","119.49504881546972"
"MVAE_i_02_2_new","failed","-","asenellart","","2023-06-03T12:26:57.000Z","1110","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","true","512","","0.2","MVAE","5","MVAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","0","","0.5396999716758728","","0.039400000125169754","","0.410035","0.5500200000000001","0.63702","0.69948","0.046793419943406585","0.01754127323390942","0.059750523847076034","0.12870540625785692","0.4575","0.7772","0.8305","0.7321","0.7001","127.63572757383749","110.90131444384292","98.651228475668","99.74377080400438"
"MVAE_c_05_2_new","failed","-","asenellart","","2023-06-03T12:26:24.000Z","1132","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","false","512","","0.5","MVAE","5","MVAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","","0.05480000004172325","","0.003599999938160181","","0.14725000000000002","0.1892033333333333","0.23288","0.27684000000000003","0.07674991368073322","0.10096854895351216","0.12184797536274454","0.16536718658790803","0.1348","0.4493","0.5045","0.1188","0.1768","208.90058004923236","208.57897449650173","208.3363912844567","207.8400719361767"
"MVAE_c_02_2_new","failed","-","asenellart","","2023-06-03T12:26:21.000Z","1043","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","false","512","","0.2","MVAE","5","MVAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","","0.3285999894142151","","0.01719999872148037","","0.328885","0.44134","0.505425","0.54864","0.07400350768713601","0.034898073171897505","0.09221360867572638","0.193163222172338","0.1975","0.6027","0.7828","0.6221","0.5381","96.3719184494832","96.05464424237834","94.88330247401508","94.88180108360046"
"MVAE_c_0_2_new","failed","-","asenellart","","2023-06-03T12:26:16.000Z","1048","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","false","512","","0","MVAE","5","MVAEConfig","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","0","","0.23539999127388","","0.006099999882280827","","0.203985","0.3083666666666667","0.40596","0.49016","0.09941510021118524","0.12443800062681816","0.14977801707860872","0.2352838336987903","0.209","0.4186","0.9234","0.4209","0.4789","92.8306219801209","93.3414081735873","92.73146949172394","92.85732693585066"
"MVAE_i_05_1_new","failed","-","asenellart","","2023-06-03T12:25:50.000Z","1151","","","2.5","","[""encoders"",""decoders"",""encoders"",""decoders""]","0.75","0.75","0.75","0.75","0.75","laplace","laplace","laplace","laplace","laplace","","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","[3,28,28]","0","true","512","","0.5","MVAE","5","MVAEConfig","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","0","","0.2565999925136566","","0.01489999983459711","","0.25213499999999994","0.3539366666666667","0.4238549999999999","0.47212","0.0916242456994872","0.07076318793459398","0.07905361930360937","0.15556111853544896","0.1842","0.4447","0.5998","0.6074","0.5245","133.4239820291843","132.81519441259343","138.72376103727436","130.90889161950906"
